Order_ID,Product,Category,Price,Quantity,Discount,Region,Payment_Mode,Customer_Rating,Sales_Date,,
9305,Phone,Furniture,34841.17,7,?,south,Debit Card,1.2,1/15/2023,,
14468,Tablet,Electronics,1708.38,11,0,NORTH,upi,4.7,March 5 2023,,
14666,Laptop,Electronics,26332.04,13,,,Debit Card,1.5,1/10/2023,,
11936,Printer,,23375.95,14,,East,upi,3,1/10/2023,,
12809,Phone,Electronics,22308.18,10,,,upi,5,1/15/2023,,
11578,Desk,Accessories,31380.29,-2,0.2,South,,5.3,March 5 2023,,
11019,Printer,Furniture,38237.36,11,0,East,,2.9,1/15/2023,,
14357,Chair,Accessories,18813.06,9,?,NORTH,Debit Card,2.5,,,
13047,Chair,,79493.72,2,0,South,UPI,5.2,,,
10457,Laptop,Electronics,94513.38,3,0.2,South,Debit Card,5.8,,,
11757,Desk,Furniture,743.42,2,?,south,upi,3.7,1/15/2023,,
12084,Keyboard,Electronics,5358.63,4,0.2,,Debit Card,3.5,1/10/2023,,
12893,Desk,,39426.94,0,0,South,upi,4.3,March 5 2023,,
11034,Laptop,,34856.8,1,,North,upi,5.5,March 5 2023,,
14925,Monitor,Electronics,73488.02,4,,South,,4.1,,,
14045,Monitor,Accessories,33976.8,2,0.1,North,UPI,1.5,1/10/2023,,
10723,Laptop,,99405.09,7,0,West,,1.1,1/15/2023,,
14207,Keyboard,Accessories,38085.78,7,0.05,North,upi,3.6,1/10/2023,,
14264,Monitor,Furniture,27022.91,-1,0.2,North,upi,5.4,1/10/2023,,
10107,,,57283.45,1,,West,Cash,3.4,1/15/2023,,
9452,Printer,Furniture,43369.77,-1,0.2,South,upi,4.4,1/10/2023,,
12201,Monitor,Accessories,27974.64,1,?,south,Credit Card,1.6,,,
13435,Keyboard,Accessories,18367.82,14,0.2,North,,3.6,1/10/2023,,
9561,Printer,Accessories,89430.45,6,0,,upi,1.3,1/15/2023,,
9135,Chair,Furniture,94180.74,11,ten,South,Credit Card,5.5,1/10/2023,,
10701,Mouse,Electronics,45434.94,5,0.2,,UPI,3.3,1/15/2023,,
11269,Mouse,Accessories,74830.43,8,ten,south,UPI,1.8,1/15/2023,,
13470,Headphones,Furniture,79658.45,8,0,East,UPI,5.6,March 5 2023,,
12203,Headphones,Accessories,64519.97,5,?,,Debit Card,1.4,1/15/2023,,
13589,Mouse,Electronics,28606.72,2,0,West,Debit Card,4.9,1/15/2023,,
9246,Desk,,71563.67,11,,South,Cash,1.1,,,
11654,Printer,Furniture,92925.86,14,0,South,Credit Card,4.6,1/15/2023,,
11497,,Accessories,66342.41,-1,0,East,Debit Card,3.9,March 5 2023,,
11012,,Accessories,48232.05,12,ten,South,Debit Card,5.7,1/10/2023,,
9407,Chair,Accessories,29377.67,2,,North,Debit Card,1.1,1/15/2023,,
9056,Phone,Electronics,37748.96,6,0,NORTH,UPI,2.9,,,
9698,Desk,Accessories,60026.89,14,?,south,Cash,1.9,1/15/2023,,
12580,,,2788.5,3,0.05,West,upi,4.6,,,
10078,Chair,Furniture,34827.77,0,0.1,NORTH,upi,4.6,1/15/2023,,
11755,Phone,Electronics,23929.11,11,,West,Credit Card,5.5,,,
10985,Chair,Accessories,71670.54,8,,South,Credit Card,4.9,,,
9974,Tablet,Accessories,1726.77,1,0,East,Credit Card,5.9,1/10/2023,,
11990,Keyboard,Furniture,53534.39,-1,0,West,Debit Card,1.4,,,
13630,Mouse,,47891.25,1,ten,south,,1.8,March 5 2023,,
10082,Headphones,,78384.74,5,0,NORTH,upi,4.9,1/10/2023,,
11123,Chair,Accessories,-941.2,6,0.1,South,,3.8,1/15/2023,,
14254,Chair,Electronics,80614.45,1,ten,South,Credit Card,4.8,1/10/2023,,
9359,Desk,Electronics,83863.35,3,0,,Credit Card,5.2,1/15/2023,,
9510,Laptop,Furniture,44722.64,1,?,south,,2.6,March 5 2023,,
9500,Laptop,Electronics,44122,12,0.1,East,Debit Card,2,1/10/2023,,
9000,Laptop,Accessories,60259.53,-1,0.05,,UPI,1.3,1/10/2023,,
13867,Monitor,Furniture,88268.53,3,0.2,South,Debit Card,2.1,March 5 2023,,
11508,Monitor,Electronics,30083.26,14,0.2,south,Cash,4.4,1/10/2023,,
11544,Phone,Accessories,44183.69,12,,NORTH,Debit Card,4.8,1/15/2023,,
9473,Laptop,,2316.83,9,0.2,NORTH,UPI,1.3,,,
12416,Printer,Accessories,68523.58,9,0.05,south,Credit Card,2,,,
9987,Mouse,Electronics,15566.64,4,,NORTH,,6,1/10/2023,,
14283,Chair,Electronics,86520.14,2,0,West,UPI,5,March 5 2023,,
13632,,Accessories,92059.44,11,,North,Credit Card,1,,,
14913,Tablet,,66871.24,8,?,NORTH,UPI,4.3,1/15/2023,,
13712,Phone,Accessories,4294.9,10,?,south,Credit Card,1.5,1/10/2023,,
12815,Chair,Accessories,25519.94,2,0.05,North,Cash,4.4,1/15/2023,,
12044,Keyboard,Furniture,68317.41,0,?,south,UPI,4.9,,,
10598,Phone,Electronics,25697.39,13,0.1,East,,1.1,1/10/2023,,
10420,Monitor,Accessories,55466.85,-1,0.05,NORTH,Debit Card,2.6,1/10/2023,,
11836,Headphones,Electronics,31098.83,1,0.05,South,UPI,4.4,1/10/2023,,
12390,Chair,,10825.57,5,0.05,North,UPI,1.3,1/15/2023,,
14701,Monitor,Electronics,32569.8,2,0.05,south,Cash,3.1,March 5 2023,,
9582,Keyboard,Furniture,77902.48,9,0.05,West,UPI,4,1/15/2023,,
9965,Printer,Accessories,94523.89,0,0,NORTH,upi,3.2,1/10/2023,,
12161,Desk,Furniture,30742.8,3,0,,upi,4,,,
13230,Laptop,Electronics,98367.08,7,0,South,UPI,2.5,March 5 2023,,
11163,Keyboard,Electronics,66710.84,-1,0,North,Debit Card,5.7,,,
10847,Chair,Accessories,22032.31,0,0.2,West,UPI,3.6,1/15/2023,,
10172,Chair,Accessories,83368.04,8,,south,UPI,3.4,,,
10788,Phone,,48489.66,5,0.1,south,Cash,4.5,March 5 2023,,
11736,Phone,,8703.03,5,,South,Credit Card,3.6,1/10/2023,,
11343,Phone,Electronics,-820.37,8,0.1,South,Credit Card,2.8,,,
11962,Phone,Electronics,3237.92,13,0.1,North,UPI,2.2,,,
12460,Laptop,,21048.59,-2,,,Cash,1.3,1/15/2023,,
11173,Headphones,,74759.77,0,0.2,South,Cash,3.1,March 5 2023,,
13107,Chair,,25528.02,13,,North,Cash,5,1/15/2023,,
14169,Mouse,Accessories,32615.15,3,0.2,North,upi,4.3,March 5 2023,,
12126,Phone,Electronics,77055.08,3,0,NORTH,Cash,2.1,,,
11035,,Furniture,4290.87,9,0.05,South,Debit Card,2.6,,,
9718,Desk,Electronics,45956.14,7,,East,,5.5,March 5 2023,,
14757,Chair,,6796.53,1,0.05,NORTH,,3,,,
12969,Phone,Electronics,44012.6,11,ten,East,Cash,1.6,1/15/2023,,
10263,,Electronics,29361.65,11,0,South,UPI,5.2,,,
9732,Tablet,Electronics,6472.96,11,0,North,UPI,5.1,March 5 2023,,
11370,Headphones,Electronics,79273.16,12,ten,NORTH,Cash,5.7,,,
14604,Tablet,Accessories,73230.89,9,ten,West,Debit Card,5,,,
14643,Tablet,Electronics,37400.49,10,0.2,West,Credit Card,5.2,March 5 2023,,
13672,Mouse,Accessories,82667.25,8,?,south,Credit Card,4.1,,,
13325,Tablet,Furniture,43366.35,9,0.1,North,UPI,1.7,March 5 2023,,
11290,Laptop,Accessories,12511.69,6,0,South,,2.4,March 5 2023,,
9115,Headphones,Furniture,83889.57,12,0.2,North,,1.7,,,
9194,,Furniture,-96.37,3,0.2,East,upi,2.5,March 5 2023,,
13023,Phone,Accessories,45635.43,13,0.2,North,Debit Card,4,1/10/2023,,
12159,Headphones,Furniture,8278.19,2,?,West,UPI,1.5,,,
9773,Mouse,,19803.37,14,0,North,Debit Card,3.3,1/10/2023,,
12992,Headphones,,84359.12,14,,East,,1.5,1/15/2023,,
14321,Printer,Accessories,8298.18,7,,West,upi,3.7,1/10/2023,,
9912,Mouse,,71528.44,-2,0,South,,3.3,1/15/2023,,
14648,Phone,Accessories,84155.32,13,0.05,,upi,2.6,1/15/2023,,
10090,Printer,Furniture,67671.69,14,0.05,South,UPI,5.7,1/10/2023,,
14976,Mouse,Accessories,8120.49,14,ten,south,Cash,1.9,March 5 2023,,
13667,Headphones,Furniture,78720,7,0,NORTH,Cash,1.7,1/15/2023,,
14780,Printer,,77652.21,6,,,,4.9,1/10/2023,,
13902,Laptop,,91312.62,6,0.05,South,Debit Card,4.6,1/15/2023,,
12307,Desk,Accessories,42896.16,9,0.2,,Credit Card,3.9,,,
10282,Chair,Electronics,49210.74,4,,,Debit Card,3.3,1/10/2023,,
10402,Headphones,Furniture,68412.28,12,,North,UPI,2.1,,,
12554,,,22493.75,0,?,East,upi,1.1,March 5 2023,,
10442,Headphones,Accessories,9578.24,9,?,,,5,March 5 2023,,
9121,Mouse,,17628.88,-2,0.1,,UPI,5,March 5 2023,,
13869,Mouse,Electronics,55662.49,10,0.05,West,upi,4.4,1/15/2023,,
10547,Desk,Accessories,8407.6,3,0.2,West,Cash,4.5,1/10/2023,,
9868,,Electronics,17863.9,3,0,NORTH,upi,5.2,March 5 2023,,
9149,Headphones,Electronics,42389.36,11,ten,south,upi,2.1,March 5 2023,,
9757,Keyboard,Electronics,84013.05,2,?,south,UPI,2.8,March 5 2023,,
14359,Monitor,Furniture,68997.02,2,,,Cash,5.7,1/15/2023,,
12725,,Electronics,45320.62,10,,West,UPI,5.7,1/10/2023,,
10422,Headphones,,8079.79,12,0.2,South,Credit Card,2.5,1/10/2023,,
9117,Chair,Electronics,21369.46,6,0.1,NORTH,Cash,3,March 5 2023,,
11772,Mouse,Electronics,88015.98,12,0.05,South,Debit Card,5.3,1/15/2023,,
10591,Printer,Accessories,89251.45,14,,,UPI,4.9,,,
9610,Chair,Accessories,22602.73,2,0.1,NORTH,UPI,5.3,March 5 2023,,
10031,Printer,Electronics,14733.88,3,0.1,South,UPI,4.7,,,
9275,,Accessories,85242.23,1,,south,,1.7,1/10/2023,,
10787,Chair,Accessories,68300.2,7,ten,south,Debit Card,3.9,March 5 2023,,
10132,Chair,,3612.49,4,,south,Debit Card,5.5,,,
9244,Monitor,,71506.17,0,0,East,,3.1,,,
11462,Desk,Accessories,59785.08,10,0.1,,Debit Card,2.7,March 5 2023,,
12830,Tablet,Accessories,97095.47,3,0.1,NORTH,,5.7,,,
12698,Laptop,,5807.43,3,0.05,East,,1.3,,,
10763,Chair,Electronics,12519.64,11,ten,South,Cash,1.9,1/10/2023,,
10118,Mouse,Electronics,31158.52,7,?,south,Credit Card,1.5,,,
9083,Phone,Electronics,45187.69,2,,East,UPI,5.8,March 5 2023,,
14683,Phone,Furniture,94184.45,7,,West,UPI,1.6,March 5 2023,,
14685,Mouse,Furniture,24289.64,9,,NORTH,,5.2,March 5 2023,,
9915,Keyboard,Accessories,2500.38,11,,,Debit Card,5.6,1/15/2023,,
11478,Phone,Accessories,65433.08,-2,0.1,,Debit Card,4.2,1/10/2023,,
13881,Printer,,54215.49,-2,0.1,south,UPI,2,1/15/2023,,
10858,Headphones,Furniture,6322.48,12,0.2,North,upi,3.9,1/15/2023,,
12653,Keyboard,Furniture,64364.89,1,?,south,Cash,2.6,,,
9985,Monitor,Accessories,38001.84,0,0.1,North,,4.9,1/15/2023,,
13265,Headphones,Accessories,86600.09,-1,,South,Cash,4.3,1/15/2023,,
14341,Headphones,Accessories,23570.65,3,0.1,,UPI,4.6,,,
13104,,Furniture,38033.17,-2,,North,Debit Card,4,,,
14382,Keyboard,Accessories,82986.59,6,0.05,West,UPI,1.8,,,
11926,Keyboard,Electronics,4917.66,-2,0,south,UPI,4.3,,,
11981,Laptop,Furniture,24072.92,9,0.2,West,upi,4.8,1/15/2023,,
14709,Desk,,68768.9,9,0,south,upi,3.5,1/15/2023,,
14389,,Electronics,17353.87,9,,South,Debit Card,5.4,March 5 2023,,
11503,Keyboard,Furniture,82110.39,1,ten,East,Cash,4.1,March 5 2023,,
11662,Chair,Accessories,65539.41,0,ten,East,Debit Card,3.2,March 5 2023,,
12059,Headphones,Electronics,47580.11,11,,NORTH,Cash,2.2,,,
12070,,,96207.56,10,,West,Debit Card,4.7,,,
12328,Chair,Accessories,483.9,11,0.1,south,upi,4.3,1/15/2023,,
9991,Desk,Furniture,48814.4,12,0.05,NORTH,Cash,2.8,,,
12404,Laptop,Accessories,94714.08,1,0,West,Debit Card,1.4,1/10/2023,,
11701,Desk,Electronics,42145.36,5,0.05,West,Cash,2.9,,,
12910,Mouse,Electronics,45814.72,5,,North,UPI,1.6,1/15/2023,,
9860,Printer,,19240.81,8,0.1,West,Cash,1.6,March 5 2023,,
11185,,Accessories,63731.03,6,0.1,south,upi,5.8,,,
13185,Desk,Electronics,11860.63,10,0,West,upi,4.4,March 5 2023,,
14266,Keyboard,Accessories,27280.46,10,ten,East,Debit Card,3.2,,,
12449,Desk,Accessories,80427.31,11,0.2,West,Cash,3.2,March 5 2023,,
14299,Desk,Electronics,20977.95,2,?,West,UPI,3.1,,,
12746,Keyboard,Accessories,21468.32,5,?,South,Cash,1.9,,,
14916,Tablet,Electronics,6230.46,9,ten,West,Credit Card,4.3,1/15/2023,,
9683,Headphones,Accessories,92676.17,0,,South,,3.8,1/15/2023,,
10984,Mouse,,49894.95,11,0.2,NORTH,Debit Card,1.9,March 5 2023,,
14112,,Accessories,35550.42,3,0.2,NORTH,Cash,3.2,March 5 2023,,
11281,Laptop,Accessories,949.07,2,0.05,NORTH,Credit Card,3.7,1/15/2023,,
11054,Laptop,,26515.5,14,0.05,East,Debit Card,1.5,,,
9008,Monitor,Electronics,71287.48,11,ten,NORTH,UPI,4.2,1/10/2023,,
13679,Keyboard,Electronics,73728.62,14,?,East,Credit Card,3.4,1/10/2023,,
10580,Chair,,27484.08,2,0.1,East,upi,1.9,,,
12962,Tablet,Accessories,41227.42,10,0.2,South,Cash,4.1,,,
12925,Desk,Furniture,93557.46,3,0.2,south,,2.6,March 5 2023,,
14432,Mouse,Accessories,87268.05,6,0.05,,,4,1/10/2023,,
10489,Tablet,Electronics,27671.22,12,0.05,south,Cash,4.1,,,
11553,Tablet,Accessories,12794.41,7,ten,south,Cash,5.4,,,
11925,Tablet,,71148.08,5,0.05,North,Credit Card,2.3,,,
11017,Printer,Accessories,76901.55,-1,0.2,south,Debit Card,3.9,1/15/2023,,
9402,Desk,,55232.3,8,,South,upi,5.3,March 5 2023,,
13335,Chair,Accessories,1286.48,8,ten,,Credit Card,5,1/15/2023,,
14669,Printer,,71224.01,3,,North,UPI,5.6,,,
12091,Keyboard,Furniture,25963.82,14,0.05,North,UPI,1.2,,,
11376,Monitor,Furniture,46044.95,11,ten,NORTH,Credit Card,6,March 5 2023,,
11894,Phone,Furniture,49177.24,-1,0,NORTH,Credit Card,2.5,1/10/2023,,
9276,Phone,Furniture,49114.35,4,0,NORTH,Credit Card,1.7,1/15/2023,,
9852,Laptop,Furniture,88163.32,0,0.2,south,UPI,4.7,,,
13549,Desk,Accessories,93855.76,14,?,south,,5.2,March 5 2023,,
11791,Printer,Furniture,88015.13,0,?,NORTH,UPI,4.9,,,
10940,Keyboard,Furniture,97060.7,1,0,,UPI,2.9,1/15/2023,,
9933,,Electronics,17249.34,-1,,South,Debit Card,2.6,1/10/2023,,
11039,,Furniture,53782.6,1,0,,Cash,5.6,,,
11837,Headphones,Furniture,90221.01,2,?,West,Debit Card,2.4,1/15/2023,,
14364,Printer,,64446.33,4,0.1,South,UPI,1.4,,,
10670,Keyboard,Furniture,85217.09,7,0,West,Debit Card,1.2,,,
14865,Desk,Electronics,51306.66,1,,West,,1.4,1/15/2023,,
11114,Desk,,16578.55,5,0.2,,Cash,1.2,1/15/2023,,
10684,Printer,,53490.6,3,ten,South,UPI,5.7,1/10/2023,,
13823,Monitor,Accessories,15201.46,13,,South,UPI,1.5,March 5 2023,,
9658,,,97576.02,4,0,south,Debit Card,5.4,1/15/2023,,
14688,Monitor,Furniture,61993.83,0,0.05,East,Credit Card,2.6,1/10/2023,,
11460,Mouse,,72215.65,12,0.05,East,upi,5.8,March 5 2023,,
13474,,,64620.08,8,?,NORTH,Cash,3.1,1/10/2023,,
10759,Chair,Accessories,36193.45,11,0.2,NORTH,upi,1.4,1/15/2023,,
14261,Tablet,,48230.32,0,,south,Credit Card,1.2,1/15/2023,,
14830,Desk,Furniture,58607.6,9,0.2,,Debit Card,3.5,1/15/2023,,
12801,Keyboard,Electronics,85040.3,6,,,Debit Card,2.3,1/10/2023,,
13087,,Furniture,21.85,8,0.1,North,Debit Card,3,March 5 2023,,
9712,Laptop,,64675.45,14,,East,,4.3,1/10/2023,,
12803,,Accessories,90391.36,14,,south,Cash,6,1/10/2023,,
11595,Headphones,Accessories,67733.59,11,ten,North,upi,3.2,March 5 2023,,
14035,Phone,Accessories,64517.09,4,0.2,south,,5.8,March 5 2023,,
9700,Printer,,14978.79,12,0,North,Credit Card,1.1,1/10/2023,,
13355,Monitor,Furniture,99402.44,4,0.2,South,upi,1.8,1/15/2023,,
12894,Phone,Electronics,27256.83,0,0.05,South,upi,2.9,1/15/2023,,
11289,Headphones,Electronics,32168.09,14,0.05,North,Credit Card,1.2,March 5 2023,,
14912,,Accessories,57461.8,9,?,NORTH,Credit Card,4.8,March 5 2023,,
12441,Headphones,,77506.03,0,?,,upi,3.6,March 5 2023,,
14411,Tablet,Accessories,58285.19,4,ten,south,Credit Card,4.3,,,
9825,Mouse,Electronics,15853.85,1,0,East,upi,5.3,March 5 2023,,
12445,Headphones,Furniture,48000.32,11,0.2,North,Credit Card,3.7,1/15/2023,,
14490,Mouse,Accessories,43297.16,0,0.2,NORTH,Cash,1.3,1/10/2023,,
10702,Tablet,Accessories,4948.75,6,0.1,West,Cash,5.5,March 5 2023,,
10483,Mouse,Electronics,75883.53,11,?,West,Credit Card,1.6,March 5 2023,,
11632,Tablet,Accessories,19210.96,12,0,,UPI,3.5,March 5 2023,,
12658,Chair,Accessories,65164.36,2,0,,,1.3,1/15/2023,,
13680,Headphones,Electronics,57417.18,10,0.1,East,Cash,1.4,1/10/2023,,
14077,Headphones,Accessories,3415.19,7,0.05,North,upi,4.2,1/15/2023,,
13820,Tablet,,79091.35,6,0.2,South,UPI,2.8,1/10/2023,,
10391,Headphones,,40679.86,4,?,south,Debit Card,1.5,1/10/2023,,
11810,Monitor,Electronics,27377.47,10,0.1,NORTH,Cash,5.1,March 5 2023,,
13344,Mouse,,56278.36,4,0.05,NORTH,upi,1.9,,,
12690,Phone,,9079.07,5,,South,Debit Card,4.1,March 5 2023,,
13220,Printer,Electronics,25195.13,14,0.1,,Credit Card,2.3,1/15/2023,,
13063,Tablet,Electronics,82916.04,7,0.2,West,Cash,1,1/10/2023,,
13733,Mouse,Accessories,-71.08,7,0.2,East,upi,1.9,1/15/2023,,
11889,Laptop,Furniture,24010.25,12,0,East,upi,3.5,,,
12082,Keyboard,Electronics,87404.4,13,,south,upi,5.3,,,
11959,Phone,,72891.49,11,0.1,North,upi,1.5,1/10/2023,,
14996,Headphones,Furniture,69284.41,5,0.1,North,Debit Card,4.9,1/15/2023,,
10845,Laptop,Furniture,93483.41,6,0.1,West,Credit Card,3.8,March 5 2023,,
9054,Tablet,Accessories,1865.84,13,ten,East,Cash,5.5,,,
14571,Desk,Electronics,98334.93,5,0.1,West,,2.3,1/10/2023,,
10338,Laptop,,64655.62,3,,NORTH,upi,1.9,,,
10306,Printer,Electronics,66406.96,7,?,West,Credit Card,4.1,,,
9161,Desk,Furniture,90299.43,14,0.2,East,UPI,5.1,,,
11463,Mouse,Electronics,41530.73,8,0.05,south,Debit Card,4.3,March 5 2023,,
9521,Mouse,,6547.75,5,,south,UPI,2.3,1/10/2023,,
12151,Headphones,Electronics,2372.76,12,,,upi,5.1,1/15/2023,,
10989,Chair,Accessories,77356.81,8,0,South,Debit Card,3.2,1/10/2023,,
11900,Monitor,Furniture,48711.59,-1,,West,Cash,5.6,1/15/2023,,
12838,Headphones,Accessories,74217.1,10,0.1,NORTH,upi,4.9,,,
10310,Printer,Furniture,97979.79,9,?,East,Credit Card,4,1/10/2023,,
11739,Chair,Accessories,8914.1,4,,North,Credit Card,1.9,March 5 2023,,
13266,Printer,Furniture,24325.83,14,,North,Debit Card,3.1,,,
9840,Laptop,,30813.04,11,?,East,upi,4.7,,,
14734,Phone,,8023.49,6,,North,,2.3,March 5 2023,,
12197,,Electronics,92.67,10,0.1,North,Debit Card,2.8,March 5 2023,,
9893,Laptop,Furniture,68632.11,1,ten,East,,2.3,,,
13753,Phone,Electronics,386.34,11,?,south,upi,2.6,1/15/2023,,
14767,Keyboard,,78553.89,5,0,,UPI,3,March 5 2023,,
11575,Monitor,Electronics,6781.58,13,0.1,NORTH,,4.6,,,
9676,Laptop,Electronics,14344.13,2,?,West,Debit Card,1.2,,,
12469,Desk,Furniture,80704.25,-2,,East,,3.1,March 5 2023,,
9433,Tablet,Accessories,90505.63,1,0.2,,Credit Card,5.6,,,
13731,Tablet,Electronics,93617.39,1,0.2,south,,1.5,1/10/2023,,
9738,Chair,Accessories,94694.8,6,0.1,NORTH,Cash,4.4,March 5 2023,,
11203,Monitor,Electronics,90063.93,7,ten,East,Debit Card,5.2,,,
9345,Chair,Accessories,42859.56,4,,south,UPI,3.5,March 5 2023,,
9979,Mouse,Electronics,65664.54,14,?,North,UPI,2.8,,,
12844,Printer,Electronics,78928.04,8,0.05,West,Credit Card,2.9,March 5 2023,,
9028,Laptop,Electronics,66715.66,8,0.05,NORTH,Cash,2.1,1/15/2023,,
14914,Laptop,Furniture,14994.46,-1,ten,West,UPI,5.1,1/10/2023,,
13458,,Furniture,12868.87,12,0.05,North,Credit Card,1.5,,,
10384,Printer,,3258.33,8,0.2,,Debit Card,3.8,1/15/2023,,
13235,Monitor,Accessories,17346.19,1,0.05,West,Credit Card,4.9,,,
11904,Mouse,Accessories,28714.54,0,,North,upi,3.9,1/15/2023,,
12681,Phone,Electronics,12858.92,-1,,North,UPI,4.2,,,
13856,Keyboard,Accessories,33953.85,0,,East,Cash,2,1/10/2023,,
12750,Desk,Accessories,18711.34,7,0.05,,Cash,4.7,March 5 2023,,
13213,Phone,,56934.53,8,0.2,North,Cash,4.3,March 5 2023,,
9962,Laptop,Furniture,21614.08,9,,NORTH,Cash,1.8,1/15/2023,,
11845,,Accessories,80783.63,8,0.2,south,,1.1,1/10/2023,,
13502,Headphones,Accessories,90808.19,2,0,North,Credit Card,2.5,1/10/2023,,
13926,Mouse,Accessories,46707.02,3,,south,UPI,2.9,,,
14804,,Electronics,6336.77,11,,North,Credit Card,2.3,,,
9607,,Electronics,68687.04,3,0.2,East,Debit Card,4,1/10/2023,,
12795,Monitor,Accessories,62088.07,4,,South,Cash,2.9,,,
12395,Keyboard,Furniture,19095.45,9,ten,West,upi,1.1,1/10/2023,,
12018,,,79126.69,1,,West,Debit Card,4.6,1/10/2023,,
14721,Chair,Electronics,18874.15,-1,?,,upi,2.8,March 5 2023,,
13558,Mouse,,24965.93,4,,South,Cash,4.3,,,
14553,Chair,Accessories,71157.49,7,ten,south,UPI,5,March 5 2023,,
11373,Desk,Electronics,54107.33,-2,?,NORTH,,3.5,March 5 2023,,
12550,Tablet,Electronics,47589.73,3,0.05,NORTH,Debit Card,5.3,March 5 2023,,
14138,Keyboard,Accessories,84297.85,5,?,south,Credit Card,5.8,1/15/2023,,
13374,Keyboard,Furniture,92788.54,-1,ten,NORTH,upi,4,,,
9463,Tablet,,29525.83,12,0.05,North,Credit Card,1.7,,,
11350,Laptop,Accessories,70419,7,ten,North,UPI,4.9,1/15/2023,,
14306,Tablet,,62332.63,11,0,south,UPI,4.4,,,
12271,Desk,Accessories,81079.36,11,0.2,North,Credit Card,3.3,March 5 2023,,
9971,Phone,Furniture,72727.88,2,0.2,West,Credit Card,5.3,1/10/2023,,
12797,Printer,Electronics,27838.1,-1,0.05,south,Cash,5.3,1/15/2023,,
12496,Phone,Accessories,35455.61,3,0.05,West,Cash,2.6,1/10/2023,,
11267,,Furniture,81705.97,-1,0.05,south,,4,1/10/2023,,
12384,Laptop,Accessories,9738.42,10,0,,Credit Card,5,,,
9398,Chair,Accessories,30047.15,8,0.2,,,4.7,1/15/2023,,
10002,Monitor,Accessories,25763.03,9,ten,,Cash,3.6,,,
14706,Desk,Electronics,93784.74,1,ten,south,UPI,5.1,March 5 2023,,
